,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,chris-basnett,jessica-benson,mark-berman,sam-blum,dave-borges,rick-bozich,tom-bragg,kevin-brockway,lauren-brownlow,joe-buettner,jeff-call,jerry-carino,christina-chambers,david-cloninger,james-crepea,rob-dauster,seth-davis,luke-decock,donna-ditota,doug-doughty,jack-ebling,wayne-epps,john-feinstein,marcus-fuller,geoff-grammer,adam-grosbard,jordan-hansen,steve-hewitt,brian-holland,bob-holt,cecil-hurt,joe-juliano,lauren-kirschman,paul-klee,zach-klein,joey-knight,chad-leistikow,dave-matter,matt-mccoy,brian-mcinnis,kevin-mcnamara,stephen-means,craig-meyer,sheldon-mickles,chris-murray,jesse-newell,bruce-pascoe,dave-preston,troy-provostheron,jeff-rabjohns,bj-rains,scott-richey,jon-rothstein,shannon-ryan,carlos-silva,ben-steele,nick-suss,bob-sutton,edgar-thompson,terry-toohey,dick-vitale,ken-weinman,john-werner,jon-wilner,scott-wolf
615,2515,1204,H,villanova,80,-1100,0.9166666666666666,5,W,192,23.0,24.0,24.0,,,,,,22.0,23.0,,22.0,21.0,21.0,16.0,18.0,,19.0,19.0,,,20.0,,24.0,22.0,17.0,,21.0,,,22.0,22.0,24.0,20.0,20.0,,,25.0,20.0,23.0,,24.0,,22.0,,18.0,19.0,15.0,,,24.0,,22.0,22.0,15.0,21.0,,,,21.0,,,20.0,22.0,25.0
678,2758,1207,V,villanova,78,-1600,0.9411764705882353,5,W,192,23.0,24.0,24.0,,,,,,22.0,23.0,,22.0,21.0,21.0,16.0,18.0,,19.0,19.0,,,20.0,,24.0,22.0,17.0,,21.0,,,22.0,22.0,24.0,20.0,20.0,,,25.0,20.0,23.0,,24.0,,22.0,,18.0,19.0,15.0,,,24.0,,22.0,22.0,15.0,21.0,,,,21.0,,,20.0,22.0,25.0
640,2613,1204,H,tennessee,72,-33000,0.9969788519637462,5,W,331,18.0,19.0,20.0,24.0,16.0,25.0,,25.0,18.0,19.0,21.0,17.0,19.0,18.0,20.0,22.0,18.0,20.0,24.0,,24.0,21.0,21.0,22.0,21.0,20.0,22.0,19.0,17.0,21.0,25.0,,19.0,19.0,,20.0,23.0,17.0,,19.0,,21.0,19.0,20.0,22.0,24.0,22.0,22.0,21.0,19.0,18.0,24.0,19.0,20.0,24.0,18.0,18.0,17.0,20.0,18.0,23.0,24.0,19.0,21.0,17.0
636,2587,1204,H,colorado,76,-3000,0.967741935483871,5,W,371,20.0,23.0,15.0,21.0,,19.0,20.0,,20.0,17.0,17.0,20.0,23.0,22.0,18.0,25.0,11.0,,25.0,14.0,21.0,19.0,16.0,17.0,,,16.0,22.0,22.0,14.0,,18.0,13.0,25.0,18.0,,18.0,23.0,,25.0,21.0,19.0,24.0,21.0,18.0,,14.0,16.0,17.0,14.0,23.0,12.0,18.0,19.0,22.0,23.0,19.0,,18.0,20.0,19.0,22.0,24.0,18.0,21.0
689,2784,1207,V,colorado,58,500,0.16666666666666666,5,L,371,20.0,23.0,15.0,21.0,,19.0,20.0,,20.0,17.0,17.0,20.0,23.0,22.0,18.0,25.0,11.0,,25.0,14.0,21.0,19.0,16.0,17.0,,,16.0,22.0,22.0,14.0,,18.0,13.0,25.0,18.0,,18.0,23.0,,25.0,21.0,19.0,24.0,21.0,18.0,,14.0,16.0,17.0,14.0,23.0,12.0,18.0,19.0,22.0,23.0,19.0,,18.0,20.0,19.0,22.0,24.0,18.0,21.0
609,2489,1203,H,dayton,99,-36000,0.997229916897507,5,W,386,24.0,16.0,9.0,25.0,23.0,18.0,22.0,20.0,14.0,20.0,9.0,,9.0,25.0,25.0,12.0,9.0,,22.0,,7.0,23.0,,,17.0,,24.0,13.0,25.0,12.0,24.0,,22.0,14.0,,23.0,,22.0,18.0,9.0,16.0,,17.0,13.0,,21.0,,,25.0,10.0,16.0,25.0,23.0,,25.0,10.0,23.0,24.0,23.0,,24.0,16.0,,14.0,8.0
714,2928,1208,N,dayton,78,-170,0.6296296296296297,5,W,386,24.0,16.0,9.0,25.0,23.0,18.0,22.0,20.0,14.0,20.0,9.0,,9.0,25.0,25.0,12.0,9.0,,22.0,,7.0,23.0,,,17.0,,24.0,13.0,25.0,12.0,24.0,,22.0,14.0,,23.0,,22.0,18.0,9.0,16.0,,17.0,13.0,,21.0,,,25.0,10.0,16.0,25.0,23.0,,25.0,10.0,23.0,24.0,23.0,,24.0,16.0,,14.0,8.0
612,2495,1203,H,baylor,78,-66000,0.9984871406959153,5,W,466,15.0,21.0,23.0,20.0,18.0,,12.0,17.0,16.0,21.0,22.0,19.0,22.0,20.0,22.0,17.0,20.0,8.0,13.0,21.0,20.0,17.0,17.0,19.0,19.0,22.0,13.0,20.0,19.0,20.0,17.0,17.0,21.0,17.0,14.0,16.0,20.0,21.0,15.0,22.0,,17.0,21.0,19.0,16.0,10.0,16.0,,18.0,,21.0,20.0,21.0,17.0,13.0,20.0,22.0,23.0,19.0,19.0,20.0,23.0,16.0,17.0,19.0
662,2693,1207,H,baylor,63,-170,0.6296296296296297,5,W,466,15.0,21.0,23.0,20.0,18.0,,12.0,17.0,16.0,21.0,22.0,19.0,22.0,20.0,22.0,17.0,20.0,8.0,13.0,21.0,20.0,17.0,17.0,19.0,19.0,22.0,13.0,20.0,19.0,20.0,17.0,17.0,21.0,17.0,14.0,16.0,20.0,21.0,15.0,22.0,,17.0,21.0,19.0,16.0,10.0,16.0,,18.0,,21.0,20.0,21.0,17.0,13.0,20.0,22.0,23.0,19.0,19.0,20.0,23.0,16.0,17.0,19.0
603,2462,1203,V,florida-state,64,100,0.5,5,L,562,17.0,18.0,16.0,23.0,6.0,13.0,18.0,16.0,15.0,18.0,18.0,16.0,18.0,17.0,19.0,21.0,16.0,16.0,18.0,15.0,22.0,18.0,14.0,18.0,20.0,18.0,23.0,18.0,14.0,17.0,14.0,23.0,18.0,15.0,19.0,13.0,16.0,12.0,17.0,17.0,12.0,,18.0,18.0,17.0,16.0,17.0,17.0,19.0,16.0,17.0,23.0,14.0,18.0,23.0,22.0,17.0,16.0,12.0,17.0,15.0,18.0,18.0,20.0,22.0
703,2893,1208,H,florida-state,72,-550,0.8461538461538461,5,W,562,17.0,18.0,16.0,23.0,6.0,13.0,18.0,16.0,15.0,18.0,18.0,16.0,18.0,17.0,19.0,21.0,16.0,16.0,18.0,15.0,22.0,18.0,14.0,18.0,20.0,18.0,23.0,18.0,14.0,17.0,14.0,23.0,18.0,15.0,19.0,13.0,16.0,12.0,17.0,17.0,12.0,,18.0,18.0,17.0,16.0,17.0,17.0,19.0,16.0,17.0,23.0,14.0,18.0,23.0,22.0,17.0,16.0,12.0,17.0,15.0,18.0,18.0,20.0,22.0
713,2924,1208,V,seton-hall,66,140,0.4166666666666667,5,L,629,14.0,14.0,17.0,9.0,19.0,17.0,16.0,14.0,19.0,14.0,14.0,13.0,16.0,16.0,17.0,16.0,15.0,22.0,15.0,,16.0,14.0,,14.0,15.0,15.0,17.0,14.0,20.0,13.0,16.0,16.0,14.0,16.0,17.0,17.0,13.0,15.0,16.0,14.0,20.0,22.0,14.0,15.0,23.0,17.0,24.0,18.0,20.0,18.0,13.0,17.0,17.0,14.0,18.0,14.0,21.0,15.0,16.0,14.0,17.0,17.0,14.0,12.0,10.0
646,2645,1205,H,auburn,81,-1000,0.9090909090909091,5,W,698,,17.0,18.0,12.0,,14.0,13.0,15.0,23.0,12.0,20.0,18.0,15.0,13.0,14.0,10.0,21.0,13.0,12.0,13.0,17.0,16.0,15.0,16.0,11.0,21.0,12.0,17.0,15.0,15.0,15.0,13.0,15.0,18.0,10.0,18.0,14.0,16.0,13.0,16.0,10.0,15.0,16.0,17.0,12.0,11.0,13.0,12.0,14.0,17.0,14.0,13.0,8.0,16.0,20.0,16.0,14.0,13.0,17.0,16.0,11.0,11.0,17.0,23.0,18.0
688,2783,1207,H,oregon,89,-4000,0.975609756097561,5,W,785,13.0,13.0,10.0,8.0,17.0,15.0,15.0,13.0,11.0,10.0,8.0,12.0,13.0,15.0,9.0,15.0,8.0,21.0,14.0,,15.0,12.0,,13.0,8.0,11.0,19.0,12.0,18.0,11.0,11.0,15.0,10.0,12.0,16.0,12.0,12.0,14.0,19.0,13.0,19.0,11.0,12.0,14.0,13.0,12.0,18.0,21.0,16.0,9.0,12.0,16.0,15.0,13.0,9.0,13.0,20.0,11.0,15.0,13.0,,15.0,13.0,10.0,14.0
661,2692,1207,V,arizona,58,145,0.40816326530612246,5,L,875,10.0,12.0,19.0,13.0,15.0,11.0,14.0,12.0,7.0,11.0,15.0,14.0,17.0,14.0,10.0,9.0,22.0,7.0,17.0,8.0,9.0,13.0,11.0,12.0,14.0,13.0,10.0,16.0,11.0,18.0,12.0,12.0,16.0,21.0,9.0,15.0,9.0,13.0,11.0,15.0,9.0,7.0,11.0,12.0,11.0,13.0,15.0,13.0,13.0,13.0,15.0,11.0,7.0,12.0,12.0,17.0,11.0,12.0,14.0,12.0,7.0,12.0,11.0,19.0,9.0
605,2465,1203,H,michigan-state,75,-300,0.75,5,L,964,9.0,11.0,14.0,16.0,13.0,12.0,8.0,11.0,12.0,15.0,13.0,11.0,12.0,10.0,13.0,14.0,14.0,12.0,10.0,12.0,10.0,8.0,6.0,7.0,13.0,5.0,9.0,11.0,6.0,16.0,13.0,10.0,12.0,10.0,15.0,11.0,15.0,8.0,8.0,8.0,14.0,10.0,13.0,10.0,14.0,3.0,6.0,10.0,10.0,15.0,11.0,15.0,16.0,11.0,7.0,12.0,13.0,9.0,9.0,11.0,12.0,13.0,12.0,11.0,16.0
712,2923,1208,H,michigan-state,77,-1400,0.9333333333333333,5,W,964,9.0,11.0,14.0,16.0,13.0,12.0,8.0,11.0,12.0,15.0,13.0,11.0,12.0,10.0,13.0,14.0,14.0,12.0,10.0,12.0,10.0,8.0,6.0,7.0,13.0,5.0,9.0,11.0,6.0,16.0,13.0,10.0,12.0,10.0,15.0,11.0,15.0,8.0,8.0,8.0,14.0,10.0,13.0,10.0,14.0,3.0,6.0,10.0,10.0,15.0,11.0,15.0,16.0,11.0,7.0,12.0,13.0,9.0,9.0,11.0,12.0,13.0,12.0,11.0,16.0
604,2464,1203,V,duke,87,240,0.29411764705882354,5,W,1083,8.0,10.0,13.0,11.0,12.0,10.0,5.0,7.0,13.0,13.0,12.0,9.0,11.0,11.0,12.0,13.0,13.0,14.0,9.0,5.0,11.0,9.0,10.0,4.0,12.0,6.0,6.0,10.0,5.0,9.0,6.0,8.0,9.0,8.0,13.0,6.0,10.0,7.0,6.0,10.0,11.0,12.0,10.0,9.0,7.0,5.0,7.0,8.0,12.0,12.0,10.0,9.0,11.0,6.0,14.0,11.0,10.0,10.0,3.0,9.0,8.0,10.0,7.0,5.0,15.0
652,2666,1206,V,duke,77,-330,0.7674418604651163,5,W,1083,8.0,10.0,13.0,11.0,12.0,10.0,5.0,7.0,13.0,13.0,12.0,9.0,11.0,11.0,12.0,13.0,13.0,14.0,9.0,5.0,11.0,9.0,10.0,4.0,12.0,6.0,6.0,10.0,5.0,9.0,6.0,8.0,9.0,8.0,13.0,6.0,10.0,7.0,6.0,10.0,11.0,12.0,10.0,9.0,7.0,5.0,7.0,8.0,12.0,12.0,10.0,9.0,11.0,6.0,14.0,11.0,10.0,10.0,3.0,9.0,8.0,10.0,7.0,5.0,15.0
643,2637,1204,H,gonzaga,101,-25000,0.9960159362549801,5,W,1095,11.0,9.0,8.0,10.0,9.0,9.0,10.0,10.0,9.0,7.0,7.0,8.0,10.0,9.0,8.0,8.0,5.0,11.0,11.0,11.0,14.0,11.0,13.0,10.0,7.0,10.0,8.0,7.0,10.0,7.0,9.0,11.0,7.0,6.0,8.0,9.0,11.0,11.0,12.0,12.0,8.0,9.0,7.0,11.0,9.0,8.0,11.0,9.0,9.0,7.0,8.0,8.0,10.0,9.0,6.0,9.0,9.0,5.0,11.0,8.0,13.0,7.0,10.0,8.0,13.0
710,2920,1208,V,gonzaga,83,-200,0.6666666666666666,5,W,1095,11.0,9.0,8.0,10.0,9.0,9.0,10.0,10.0,9.0,7.0,7.0,8.0,10.0,9.0,8.0,8.0,5.0,11.0,11.0,11.0,14.0,11.0,13.0,10.0,7.0,10.0,8.0,7.0,10.0,7.0,9.0,11.0,7.0,6.0,8.0,9.0,11.0,11.0,12.0,12.0,8.0,9.0,7.0,11.0,9.0,8.0,11.0,9.0,9.0,7.0,8.0,8.0,10.0,9.0,6.0,9.0,9.0,5.0,11.0,8.0,13.0,7.0,10.0,8.0,13.0
695,2843,1207,H,kentucky,83,-9000,0.989010989010989,5,W,1096,12.0,8.0,11.0,15.0,11.0,6.0,6.0,5.0,8.0,9.0,11.0,10.0,8.0,8.0,11.0,5.0,12.0,9.0,6.0,10.0,12.0,6.0,9.0,6.0,9.0,7.0,14.0,9.0,7.0,10.0,10.0,9.0,11.0,11.0,7.0,10.0,8.0,10.0,9.0,6.0,15.0,14.0,9.0,7.0,10.0,15.0,9.0,5.0,11.0,11.0,9.0,10.0,13.0,8.0,10.0,7.0,7.0,8.0,5.0,10.0,9.0,9.0,8.0,3.0,11.0
635,2575,1204,H,north-carolina,49,-170,0.6296296296296297,5,L,1162,6.0,7.0,7.0,7.0,8.0,8.0,11.0,9.0,10.0,6.0,6.0,7.0,7.0,7.0,7.0,11.0,7.0,10.0,8.0,9.0,13.0,10.0,8.0,8.0,6.0,4.0,11.0,6.0,9.0,8.0,8.0,6.0,8.0,9.0,11.0,7.0,7.0,9.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,14.0,10.0,11.0,8.0,5.0,7.0,7.0,9.0,7.0,8.0,8.0,8.0,7.0,10.0,7.0,10.0,8.0,9.0,9.0,7.0
699,2886,1208,V,north-carolina,47,170,0.37037037037037035,5,L,1162,6.0,7.0,7.0,7.0,8.0,8.0,11.0,9.0,10.0,6.0,6.0,7.0,7.0,7.0,7.0,11.0,7.0,10.0,8.0,9.0,13.0,10.0,8.0,8.0,6.0,4.0,11.0,6.0,9.0,8.0,8.0,6.0,8.0,9.0,11.0,7.0,7.0,9.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,14.0,10.0,11.0,8.0,5.0,7.0,7.0,9.0,7.0,8.0,8.0,8.0,7.0,10.0,7.0,10.0,8.0,9.0,9.0,7.0
634,2574,1204,V,ohio-state,74,145,0.40816326530612246,5,W,1244,7.0,6.0,6.0,6.0,5.0,7.0,9.0,6.0,2.0,8.0,10.0,6.0,6.0,6.0,5.0,6.0,10.0,3.0,7.0,4.0,5.0,7.0,7.0,9.0,10.0,9.0,7.0,8.0,13.0,6.0,3.0,7.0,6.0,7.0,6.0,5.0,4.0,5.0,10.0,11.0,6.0,5.0,6.0,6.0,6.0,4.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,10.0,11.0,6.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,13.0,6.0
687,2781,1207,H,ohio-state,106,-300,0.75,5,W,1244,7.0,6.0,6.0,6.0,5.0,7.0,9.0,6.0,2.0,8.0,10.0,6.0,6.0,6.0,5.0,6.0,10.0,3.0,7.0,4.0,5.0,7.0,7.0,9.0,10.0,9.0,7.0,8.0,13.0,6.0,3.0,7.0,6.0,7.0,6.0,5.0,4.0,5.0,10.0,11.0,6.0,5.0,6.0,6.0,6.0,4.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,10.0,11.0,6.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,13.0,6.0
623,2536,1204,V,virginia,40,125,0.4444444444444444,5,L,1424,4.0,5.0,2.0,1.0,7.0,2.0,7.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,7.0,3.0,4.0,5.0,3.0,3.0,5.0,1.0,11.0,3.0,8.0,3.0,4.0,3.0,4.0,1.0,4.0,5.0,4.0,4.0,1.0,3.0,6.0,4.0,1.0,2.0,6.0,4.0,4.0,3.0,6.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,6.0,4.0,2.0,5.0,4.0,4.0,4.0
700,2887,1208,H,virginia,56,-200,0.6666666666666666,5,W,1424,4.0,5.0,2.0,1.0,7.0,2.0,7.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,7.0,3.0,4.0,5.0,3.0,3.0,5.0,1.0,11.0,3.0,8.0,3.0,4.0,3.0,4.0,1.0,4.0,5.0,4.0,4.0,1.0,3.0,6.0,4.0,1.0,2.0,6.0,4.0,4.0,3.0,6.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,6.0,4.0,2.0,5.0,4.0,4.0,4.0
591,2412,1203,V,michigan,43,225,0.3076923076923077,5,L,1429,5.0,4.0,3.0,2.0,2.0,3.0,4.0,8.0,4.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,6.0,2.0,4.0,4.0,5.0,4.0,12.0,4.0,5.0,8.0,5.0,5.0,5.0,2.0,1.0,5.0,4.0,2.0,3.0,5.0,3.0,5.0,2.0,2.0,5.0,1.0,9.0,5.0,7.0,3.0,3.0,3.0,1.0,2.0,1.0,5.0,5.0,4.0,3.0,8.0,5.0,5.0,4.0,5.0,7.0,5.0
649,2661,1206,H,michigan,103,-310,0.7560975609756098,5,W,1429,5.0,4.0,3.0,2.0,2.0,3.0,4.0,8.0,4.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,6.0,2.0,4.0,4.0,5.0,4.0,12.0,4.0,5.0,8.0,5.0,5.0,5.0,2.0,1.0,5.0,4.0,2.0,3.0,5.0,3.0,5.0,2.0,2.0,5.0,1.0,9.0,5.0,7.0,3.0,3.0,3.0,1.0,2.0,1.0,5.0,5.0,4.0,3.0,8.0,5.0,5.0,4.0,5.0,7.0,5.0
618,2519,1204,H,maryland,72,-550,0.8461538461538461,5,W,1446,3.0,3.0,5.0,4.0,3.0,5.0,2.0,3.0,6.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,6.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,7.0,3.0,4.0,5.0,3.0,8.0,6.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,7.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,6.0,3.0
681,2769,1207,H,maryland,59,-600,0.8571428571428571,5,W,1446,3.0,3.0,5.0,4.0,3.0,5.0,2.0,3.0,6.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,6.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,7.0,3.0,4.0,5.0,3.0,8.0,6.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,7.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,6.0,3.0
690,2785,1207,H,kansas,72,-700,0.875,5,W,1497,2.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,6.0,2.0,7.0,6.0,2.0,5.0,2.0,2.0,1.0,5.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,6.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0
592,2413,1203,H,louisville,58,-275,0.7333333333333333,5,W,1599,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
654,2673,1206,H,louisville,64,-1000,0.9090909090909091,5,W,1599,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
719,2945,1209,H,duquesne,90,-800,0.8888888888888888,6,W,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,3071,1214,H,depaul,86,-1600,0.9411764705882353,6,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,3154,1214,V,duquesne,71,-190,0.6551724137931034,6,W,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,3039,1212,H,west-virginia,84,-2000,0.9523809523809523,6,W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,3099,1214,H,richmond,78,-425,0.8095238095238095,6,W,3,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,3169,1214,H,west-virginia,83,-8000,0.9876543209876543,6,W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,3067,1214,H,georgetown,89,-160,0.6153846153846154,6,W,4,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,2951,1210,H,penn-state,76,-135,0.574468085106383,6,W,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,
763,3073,1214,H,penn-state,73,-800,0.8888888888888888,6,W,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,
764,3075,1214,H,texas,87,-1600,0.9411764705882353,6,W,6,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,
798,3196,1214,V,liberty,61,-110,0.5238095238095238,6,W,9,,,20.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,3216,1215,V,purdue,56,-1000,0.9090909090909091,6,L,130,,,25.0,12.0,,,,25.0,,,,,,,24.0,23.0,17.0,,24.0,,,21.0,,,18.0,,,,16.0,,23.0,,,,,19.0,23.0,18.0,,21.0,22.0,,24.0,,,8.0,,,24.0,,,,,20.0,,25.0,,,23.0,,16.0,,24.0,,25.0
788,3142,1214,N,utah-state,64,100,0.5,6,L,160,25.0,,,,24.0,,18.0,19.0,20.0,24.0,20.0,25.0,23.0,25.0,,15.0,,22.0,,,20.0,20.0,22.0,23.0,,17.0,24.0,,23.0,25.0,,19.0,22.0,,,21.0,,,24.0,,,20.0,,24.0,23.0,,20.0,22.0,21.0,,22.0,,,,,,23.0,18.0,21.0,25.0,,21.0,22.0,,
727,2969,1210,H,colorado,76,-550,0.8461538461538461,6,L,210,,24.0,17.0,,,20.0,21.0,,25.0,17.0,18.0,20.0,19.0,22.0,21.0,,22.0,,,,23.0,24.0,,17.0,,24.0,25.0,21.0,22.0,22.0,,20.0,16.0,,25.0,,19.0,,,,25.0,,,23.0,19.0,,16.0,15.0,20.0,,25.0,18.0,19.0,23.0,24.0,23.0,22.0,,24.0,23.0,22.0,23.0,,19.0,21.0
752,3050,1213,V,colorado,56,-265,0.726027397260274,6,W,210,,24.0,17.0,,,20.0,21.0,,25.0,17.0,18.0,20.0,19.0,22.0,21.0,,22.0,,,,23.0,24.0,,17.0,,24.0,25.0,21.0,22.0,22.0,,20.0,16.0,,25.0,,19.0,,,,25.0,,,23.0,19.0,,16.0,15.0,20.0,,25.0,18.0,19.0,23.0,24.0,23.0,22.0,,24.0,23.0,22.0,23.0,,19.0,21.0
771,3092,1214,V,xavier,78,-270,0.7297297297297297,6,L,216,23.0,25.0,,15.0,13.0,21.0,22.0,23.0,21.0,,,,25.0,23.0,,22.0,,20.0,19.0,24.0,19.0,,19.0,18.0,,23.0,20.0,,,,18.0,23.0,,24.0,23.0,23.0,,,22.0,,17.0,14.0,19.0,25.0,18.0,,25.0,20.0,23.0,,,13.0,,25.0,19.0,,19.0,22.0,,24.0,17.0,24.0,25.0,25.0,
768,3088,1214,V,seton-hall,48,-120,0.5454545454545454,6,L,250,19.0,19.0,,,21.0,19.0,,,24.0,23.0,19.0,21.0,16.0,,25.0,16.0,19.0,,21.0,,21.0,,,,23.0,,22.0,14.0,,,,22.0,21.0,14.0,16.0,,22.0,20.0,25.0,25.0,,,,18.0,,19.0,,19.0,,,21.0,24.0,24.0,15.0,22.0,19.0,20.0,19.0,22.0,21.0,15.0,22.0,,20.0,15.0
787,3139,1214,N,villanova,78,-1500,0.9375,6,W,285,17.0,22.0,24.0,24.0,,25.0,,20.0,19.0,21.0,,24.0,21.0,17.0,17.0,14.0,25.0,16.0,18.0,22.0,,18.0,,24.0,21.0,18.0,21.0,20.0,24.0,20.0,20.0,21.0,23.0,19.0,17.0,24.0,25.0,22.0,18.0,19.0,24.0,21.0,,21.0,,20.0,19.0,18.0,,,18.0,,18.0,24.0,13.0,21.0,,,,22.0,24.0,19.0,19.0,22.0,24.0
767,3085,1214,H,tennessee,47,-265,0.726027397260274,6,L,455,16.0,18.0,18.0,20.0,14.0,22.0,25.0,22.0,17.0,18.0,21.0,18.0,20.0,19.0,20.0,19.0,14.0,17.0,22.0,20.0,22.0,17.0,18.0,22.0,20.0,19.0,16.0,19.0,18.0,21.0,24.0,24.0,15.0,18.0,20.0,20.0,24.0,15.0,19.0,18.0,15.0,17.0,17.0,17.0,17.0,23.0,21.0,21.0,15.0,,15.0,19.0,22.0,21.0,21.0,16.0,21.0,16.0,20.0,18.0,19.0,17.0,17.0,18.0,17.0
729,2974,1210,V,butler,52,200,0.3333333333333333,6,L,529,22.0,16.0,16.0,16.0,20.0,14.0,20.0,15.0,18.0,19.0,23.0,19.0,,21.0,19.0,18.0,18.0,14.0,13.0,17.0,7.0,19.0,17.0,19.0,19.0,21.0,12.0,22.0,15.0,15.0,14.0,18.0,19.0,21.0,24.0,13.0,11.0,12.0,17.0,15.0,13.0,18.0,11.0,22.0,22.0,15.0,15.0,23.0,16.0,,20.0,17.0,21.0,18.0,23.0,18.0,18.0,24.0,18.0,20.0,13.0,20.0,18.0,15.0,23.0
790,3147,1214,H,butler,66,-20000,0.9950248756218906,6,W,529,22.0,16.0,16.0,16.0,20.0,14.0,20.0,15.0,18.0,19.0,23.0,19.0,,21.0,19.0,18.0,18.0,14.0,13.0,17.0,7.0,19.0,17.0,19.0,19.0,21.0,12.0,22.0,15.0,15.0,14.0,18.0,19.0,21.0,24.0,13.0,11.0,12.0,17.0,15.0,13.0,18.0,11.0,22.0,22.0,15.0,15.0,23.0,16.0,,20.0,17.0,21.0,18.0,23.0,18.0,18.0,24.0,18.0,20.0,13.0,20.0,18.0,15.0,23.0
