,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,kayla-anderson,john-bednarowski,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,tom-bragg,lauren-brownlow,jeff-call,jerry-carino,david-cloninger,mark-cooper,graham-couch,james-crepea,richard-croome,seth-davis,luke-decock,donna-ditota,john-feinstein,marcus-fuller,scott-gleeson,geoff-grammer,steve-hewitt,drew-hill,brian-holland,bob-holt,cecil-hurt,terry-hutchens,joe-juliano,paul-klee,joey-knight,theo-lawson,scott-mansch,dave-matter,matt-mccoy,brian-mcinnis,kevin-mcnamara,craig-meyer,sheldon-mickles,chris-murray,jesse-newell,thuc-nhi-nguyen,jon-nyatawa,zach-osterman,bruce-pascoe,dave-preston,bj-rains,scott-richey,jon-rothstein,shannon-ryan,carlos-silva,damien-sordelett,ben-steele,edgar-thompson,terry-toohey,dick-vitale,josh-vitale,ken-weinman,john-werner,tj-werre,brant-wilkerson,jon-wilner,scott-wolf,norm-wood
457,1982,1128,V,virginia,76,-190,0.6551724137931034,4,W,1396,4.0,4.0,7.0,5.0,4.0,3.0,5.0,5.0,3.0,6.0,4.0,5.0,5.0,10.0,4.0,4.0,9.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,7.0,4.0,4.0,4.0,3.0,6.0,5.0,5.0,8.0,1.0,6.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,7.0,3.0,6.0,5.0,4.0,6.0,4.0
442,1909,1127,H,duke,90,-2000,0.9523809523809523,4,W,1486,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0
536,2387,1201,H,duke,113,-150000,0.9993337774816788,4,W,1486,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0
513,2229,1201,H,kansas,90,-4000,0.975609756097561,4,W,1584,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
428,1869,1126,H,gonzaga,102,-16500,0.9939759036144579,4,W,1590,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
497,2184,1201,V,gonzaga,103,-300,0.75,4,W,1590,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
565,2489,1204,N,oklahoma,85,-135,0.574468085106383,5,W,1,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,2513,1204,H,davidson,99,-700,0.875,5,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,
635,2745,1208,H,oklahoma,80,-280,0.7368421052631579,5,W,1,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,2463,1204,H,boston-college,95,-170,0.6296296296296297,5,L,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,2491,1204,N,florida,66,-125,0.5555555555555556,5,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,
621,2713,1208,H,florida,59,115,0.46511627906976744,5,L,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,
564,2488,1204,N,notre-dame,80,115,0.46511627906976744,5,L,3,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,2596,1205,V,arkansas,98,-300,0.75,5,W,3,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,2747,1208,H,arkansas,77,-725,0.8787878787878788,5,L,3,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,2786,1208,V,notre-dame,62,172,0.36764705882352944,5,L,3,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,2787,1208,H,ucla,65,-205,0.6721311475409836,5,W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,2821,1208,H,oregon,84,NL,0.5,5,W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,
573,2510,1204,V,radford,66,-240,0.7058823529411765,5,L,9,24.0,,,24.0,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,
600,2602,1205,V,tcu,67,-125,0.5555555555555556,5,W,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,2696,1207,V,tcu,96,-145,0.5918367346938775,5,W,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,2848,1208,V,radford,69,110,0.47619047619047616,5,L,9,24.0,,,24.0,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,
568,2493,1204,H,clemson,65,-4300,0.9772727272727273,5,W,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,2655,1205,H,louisville,86,-5500,0.9821428571428571,5,W,11,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,23.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,25.0,,,23.0,,
632,2740,1208,V,louisville,67,184,0.352112676056338,5,L,11,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,23.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,25.0,,,23.0,,
653,2793,1208,N,clemson,71,170,0.37037037037037035,5,L,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,2685,1206,H,arizona,80,-1700,0.9444444444444444,5,W,12,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
664,2890,1209,V,arizona,73,135,0.425531914893617,5,L,12,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
646,2778,1208,V,creighton,75,306,0.24630541871921183,5,L,42,,,,,24.0,,,24.0,,,,25.0,,,20.0,24.0,24.0,,,24.0,,25.0,,,22.0,,25.0,,,,25.0,,,,25.0,24.0,24.0,,,,,,,,,,,23.0,,,22.0,23.0,,,,,,,,,25.0,,,24.0,
590,2583,1205,H,texas,53,-550,0.8461538461538461,5,L,44,,16.0,,,,,,,,25.0,,,23.0,20.0,,,22.0,,,,,,,23.0,,,,,24.0,,,,,,,,,,24.0,,,,,22.0,,,,,,,,25.0,,,,,,,23.0,,,,22.0,25.0,
669,2901,1209,H,texas,72,105,0.4878048780487805,5,W,44,,16.0,,,,,,,,25.0,,,23.0,20.0,,,22.0,,,,,,,23.0,,,,,24.0,,,,,,,,,,24.0,,,,,22.0,,,,,,,,25.0,,,,,,,23.0,,,,22.0,25.0,
552,2447,1203,H,iowa-state,81,-5000,0.9803921568627451,5,W,46,,,,,,,21.0,,,,,,24.0,,,,,23.0,24.0,,,,,,,,,17.0,,,21.0,,,,21.0,,,24.0,,,,15.0,,,24.0,,,,,,,,,,,,,,,,,,,,
611,2678,1206,V,iowa-state,84,-145,0.5918367346938775,5,L,46,,,,,,,21.0,,,,,,24.0,,,,,23.0,24.0,,,,,,,,,17.0,,,21.0,,,,21.0,,,24.0,,,,15.0,,,24.0,,,,,,,,,,,,,,,,,,,,
678,2939,1209,H,iowa-state,101,-36000,0.997229916897507,5,W,46,,,,,,,21.0,,,,,,24.0,,,,,23.0,24.0,,,,,,,,,17.0,,,21.0,,,,21.0,,,24.0,,,,15.0,,,24.0,,,,,,,,,,,,,,,,,,,,
562,2485,1204,H,marquette,76,-4750,0.979381443298969,5,W,47,,,,23.0,,,,,,,,,,,,,,,25.0,22.0,23.0,,24.0,,,,,,,25.0,23.0,,,,,,,,,,21.0,,20.0,25.0,,,,,,,19.0,,,,24.0,,,,,24.0,,,19.0,,
643,2771,1208,H,marquette,74,-130,0.5652173913043478,5,W,47,,,,23.0,,,,,,,,,,,,,,,25.0,22.0,23.0,,24.0,,,,,,,25.0,23.0,,,,,,,,,,21.0,,20.0,25.0,,,,,,,19.0,,,,24.0,,,,,24.0,,,19.0,,
558,2471,1204,H,syracuse,72,-1100,0.9166666666666666,5,W,62,,,21.0,21.0,,21.0,,,,,,,20.0,,,,18.0,,,,,,,20.0,,,,,,23.0,,,,,,,,21.0,,,,23.0,18.0,24.0,,,22.0,,24.0,,,,,,,,,,,,,,,,
627,2725,1208,H,syracuse,72,-500,0.8333333333333334,5,W,62,,,21.0,21.0,,21.0,,,,,,,20.0,,,,18.0,,,,,,,20.0,,,,,,23.0,,,,,,,,21.0,,,,23.0,18.0,24.0,,,22.0,,24.0,,,,,,,,,,,,,,,,
610,2673,1206,H,purdue,62,-410,0.803921568627451,5,W,100,,23.0,,,22.0,,,25.0,,18.0,25.0,22.0,,,,,14.0,,,,,,,,20.0,,24.0,,,,19.0,,,,,,,25.0,,23.0,,18.0,21.0,,,,23.0,21.0,,,20.0,,,21.0,,25.0,,24.0,,,,19.0,,20.0,
668,2900,1209,V,purdue,68,-125,0.5555555555555556,5,L,100,,23.0,,,22.0,,,25.0,,18.0,25.0,22.0,,,,,14.0,,,,,,,,20.0,,24.0,,,,19.0,,,,,,,25.0,,23.0,,18.0,21.0,,,,23.0,21.0,,,20.0,,,21.0,,25.0,,24.0,,,,19.0,,20.0,
569,2494,1204,V,furman,98,-400,0.8,5,W,101,,,25.0,14.0,,25.0,25.0,,,,,24.0,25.0,25.0,25.0,,25.0,20.0,,20.0,,24.0,25.0,,,,,,25.0,,,25.0,24.0,,,25.0,21.0,,25.0,,25.0,,,18.0,,,24.0,,20.0,,25.0,21.0,16.0,,,20.0,20.0,,24.0,,,21.0,25.0,,25.0
661,2866,1208,V,furman,74,-900,0.9,5,W,101,,,25.0,14.0,,25.0,25.0,,,,,24.0,25.0,25.0,25.0,,25.0,20.0,,20.0,,24.0,25.0,,,,,,25.0,,,25.0,24.0,,,25.0,21.0,,25.0,,25.0,,,18.0,,,24.0,,20.0,,25.0,21.0,16.0,,,20.0,20.0,,24.0,,,21.0,25.0,,25.0
594,2590,1205,V,nebraska,78,-180,0.6428571428571429,5,L,176,,,,20.0,20.0,,19.0,23.0,21.0,,19.0,,19.0,19.0,,,21.0,22.0,20.0,,22.0,,19.0,22.0,24.0,,23.0,19.0,23.0,24.0,22.0,,25.0,,23.0,23.0,,,21.0,24.0,,16.0,23.0,,19.0,19.0,,25.0,22.0,,21.0,,23.0,24.0,,,,21.0,18.0,,22.0,,,22.0,
647,2779,1208,H,nebraska,94,-385,0.7938144329896907,5,W,176,,,,20.0,20.0,,19.0,23.0,21.0,,19.0,,19.0,19.0,,,21.0,22.0,20.0,,22.0,,19.0,22.0,24.0,,23.0,19.0,23.0,24.0,22.0,,25.0,,23.0,23.0,,,21.0,24.0,,16.0,23.0,,19.0,19.0,,25.0,22.0,,21.0,,23.0,24.0,,,,21.0,18.0,,22.0,,,22.0,
609,2672,1206,V,maryland,60,310,0.24390243902439024,5,L,204,23.0,25.0,24.0,25.0,21.0,,24.0,21.0,24.0,,21.0,16.0,,,,19.0,,,21.0,,,16.0,,24.0,17.0,,19.0,24.0,,19.0,24.0,,21.0,,19.0,,14.0,14.0,,25.0,,,,,22.0,25.0,21.0,17.0,,24.0,,,,15.0,25.0,24.0,25.0,,19.0,23.0,15.0,24.0,13.0,18.0,
638,2755,1208,H,maryland,55,-450,0.8181818181818182,5,W,204,23.0,25.0,24.0,25.0,21.0,,24.0,21.0,24.0,,21.0,16.0,,,,19.0,,,21.0,,,16.0,,24.0,17.0,,19.0,24.0,,19.0,24.0,,21.0,,19.0,,14.0,14.0,,25.0,,,,,22.0,25.0,21.0,17.0,,24.0,,,,15.0,25.0,24.0,25.0,,19.0,23.0,15.0,24.0,13.0,18.0,
592,2587,1205,H,villanova,69,-400,0.8,5,W,356,16.0,21.0,16.0,16.0,,,23.0,10.0,20.0,20.0,22.0,,16.0,16.0,21.0,18.0,16.0,21.0,17.0,21.0,16.0,20.0,23.0,17.0,,,21.0,21.0,20.0,20.0,15.0,19.0,,23.0,,21.0,22.0,18.0,,20.0,,19.0,12.0,19.0,21.0,,20.0,18.0,23.0,23.0,,,14.0,,11.0,21.0,21.0,18.0,,22.0,21.0,11.0,24.0,,20.0
631,2737,1208,H,villanova,70,-825,0.8918918918918919,5,W,356,16.0,21.0,16.0,16.0,,,23.0,10.0,20.0,20.0,22.0,,16.0,16.0,21.0,18.0,16.0,21.0,17.0,21.0,16.0,20.0,23.0,17.0,,,21.0,21.0,20.0,20.0,15.0,19.0,,23.0,,21.0,22.0,18.0,,20.0,,19.0,12.0,19.0,21.0,,20.0,18.0,23.0,23.0,,,14.0,,11.0,21.0,21.0,18.0,,22.0,21.0,11.0,24.0,,20.0
618,2699,1207,N,arizona-state,66,220,0.3125,5,L,384,,24.0,20.0,18.0,18.0,17.0,22.0,18.0,18.0,22.0,23.0,17.0,18.0,24.0,15.0,25.0,,18.0,22.0,14.0,21.0,22.0,21.0,19.0,21.0,,15.0,22.0,22.0,,,20.0,20.0,22.0,20.0,18.0,23.0,17.0,20.0,22.0,19.0,,25.0,,17.0,21.0,17.0,24.0,13.0,11.0,18.0,18.0,19.0,17.0,15.0,19.0,23.0,19.0,17.0,19.0,23.0,20.0,11.0,23.0,18.0
583,2554,1205,V,ohio-state,77,-260,0.7222222222222222,5,W,385,20.0,17.0,22.0,22.0,14.0,22.0,18.0,22.0,23.0,17.0,,18.0,21.0,18.0,17.0,21.0,20.0,24.0,,,,17.0,17.0,21.0,18.0,,,,18.0,21.0,18.0,17.0,19.0,18.0,17.0,19.0,19.0,22.0,19.0,19.0,18.0,20.0,19.0,13.0,20.0,16.0,,19.0,25.0,22.0,14.0,20.0,24.0,18.0,22.0,23.0,11.0,22.0,20.0,17.0,17.0,18.0,,17.0,21.0
548,2438,1203,V,iowa,68,500,0.16666666666666666,5,L,417,10.0,19.0,19.0,,19.0,18.0,20.0,,22.0,13.0,15.0,23.0,22.0,22.0,13.0,17.0,,,19.0,16.0,17.0,18.0,,18.0,19.0,,16.0,23.0,17.0,16.0,,15.0,15.0,,16.0,15.0,16.0,16.0,18.0,17.0,16.0,,17.0,16.0,23.0,15.0,,20.0,19.0,19.0,23.0,19.0,,25.0,19.0,18.0,19.0,17.0,22.0,14.0,20.0,23.0,,21.0,17.0
612,2679,1206,H,iowa,98,125,0.4444444444444444,5,W,417,10.0,19.0,19.0,,19.0,18.0,20.0,,22.0,13.0,15.0,23.0,22.0,22.0,13.0,17.0,,,19.0,16.0,17.0,18.0,,18.0,19.0,,16.0,23.0,17.0,16.0,,15.0,15.0,,16.0,15.0,16.0,16.0,18.0,17.0,16.0,,17.0,16.0,23.0,15.0,,20.0,19.0,19.0,23.0,19.0,,25.0,19.0,18.0,19.0,17.0,22.0,14.0,20.0,23.0,,21.0,17.0
639,2762,1208,V,buffalo,80,-300,0.75,5,W,515,13.0,18.0,18.0,9.0,23.0,14.0,15.0,19.0,15.0,19.0,17.0,21.0,14.0,8.0,19.0,20.0,19.0,13.0,15.0,10.0,20.0,19.0,20.0,25.0,23.0,,20.0,15.0,15.0,22.0,20.0,21.0,16.0,20.0,24.0,22.0,15.0,20.0,17.0,18.0,12.0,,24.0,17.0,18.0,20.0,14.0,22.0,21.0,16.0,24.0,13.0,10.0,19.0,21.0,15.0,14.0,23.0,25.0,21.0,19.0,16.0,18.0,14.0,16.0
641,2766,1208,V,kansas-state,46,-266,0.726775956284153,5,L,629,18.0,20.0,13.0,19.0,16.0,10.0,17.0,15.0,17.0,15.0,20.0,14.0,,15.0,23.0,15.0,,19.0,16.0,15.0,15.0,14.0,16.0,15.0,16.0,,17.0,18.0,13.0,15.0,14.0,18.0,13.0,13.0,14.0,14.0,20.0,15.0,16.0,15.0,14.0,22.0,22.0,12.0,16.0,14.0,11.0,14.0,17.0,18.0,12.0,15.0,12.0,20.0,14.0,16.0,17.0,15.0,10.0,18.0,14.0,13.0,21.0,16.0,22.0
602,2609,1205,H,virginia-tech,89,-45000,0.9977827050997783,5,W,675,19.0,12.0,,15.0,17.0,16.0,14.0,14.0,19.0,21.0,16.0,13.0,11.0,21.0,16.0,16.0,13.0,15.0,14.0,19.0,19.0,13.0,14.0,14.0,13.0,,14.0,10.0,14.0,18.0,13.0,14.0,14.0,14.0,15.0,16.0,18.0,23.0,13.0,16.0,15.0,10.0,16.0,14.0,15.0,18.0,15.0,15.0,15.0,14.0,16.0,17.0,11.0,13.0,18.0,17.0,18.0,16.0,14.0,15.0,13.0,15.0,17.0,15.0,15.0
675,2925,1209,H,virginia-tech,81,-51000,0.9980430528375733,5,W,675,19.0,12.0,,15.0,17.0,16.0,14.0,14.0,19.0,21.0,16.0,13.0,11.0,21.0,16.0,16.0,13.0,15.0,14.0,19.0,19.0,13.0,14.0,14.0,13.0,,14.0,10.0,14.0,18.0,13.0,14.0,14.0,14.0,15.0,16.0,18.0,23.0,13.0,16.0,15.0,10.0,16.0,14.0,15.0,18.0,15.0,15.0,15.0,14.0,16.0,17.0,11.0,13.0,18.0,17.0,18.0,16.0,14.0,15.0,13.0,15.0,17.0,15.0,15.0
585,2559,1205,H,north-carolina,97,-21500,0.9953703703703703,5,W,782,12.0,15.0,12.0,,13.0,11.0,11.0,13.0,13.0,12.0,11.0,12.0,13.0,13.0,12.0,13.0,12.0,11.0,18.0,17.0,12.0,12.0,15.0,13.0,12.0,,18.0,14.0,12.0,11.0,11.0,16.0,12.0,11.0,18.0,17.0,17.0,13.0,15.0,12.0,17.0,9.0,15.0,23.0,10.0,13.0,12.0,10.0,16.0,17.0,10.0,14.0,25.0,11.0,17.0,14.0,13.0,12.0,11.0,12.0,18.0,14.0,14.0,10.0,14.0
608,2661,1205,H,texas-tech,65,-58500,0.9982935153583617,5,W,783,14.0,13.0,14.0,11.0,11.0,23.0,12.0,17.0,11.0,11.0,13.0,11.0,15.0,11.0,18.0,11.0,15.0,9.0,13.0,18.0,14.0,23.0,10.0,16.0,10.0,,10.0,9.0,19.0,12.0,9.0,12.0,18.0,21.0,13.0,12.0,12.0,10.0,11.0,13.0,11.0,13.0,14.0,15.0,11.0,17.0,18.0,11.0,12.0,15.0,17.0,16.0,20.0,10.0,16.0,11.0,16.0,14.0,13.0,11.0,10.0,22.0,20.0,11.0,12.0
551,2443,1203,H,wisconsin,69,-900,0.9,5,W,809,15.0,14.0,15.0,12.0,15.0,13.0,13.0,16.0,9.0,10.0,14.0,19.0,8.0,12.0,10.0,14.0,11.0,16.0,12.0,13.0,11.0,15.0,11.0,12.0,14.0,,13.0,13.0,16.0,13.0,16.0,9.0,17.0,19.0,9.0,11.0,10.0,12.0,14.0,14.0,13.0,11.0,11.0,11.0,14.0,9.0,16.0,16.0,11.0,13.0,15.0,10.0,18.0,16.0,13.0,13.0,15.0,13.0,16.0,13.0,16.0,17.0,15.0,19.0,11.0
642,2770,1208,V,wisconsin,69,110,0.47619047619047616,5,L,809,15.0,14.0,15.0,12.0,15.0,13.0,13.0,16.0,9.0,10.0,14.0,19.0,8.0,12.0,10.0,14.0,11.0,16.0,12.0,13.0,11.0,15.0,11.0,12.0,14.0,,13.0,13.0,16.0,13.0,16.0,9.0,17.0,19.0,9.0,11.0,10.0,12.0,14.0,14.0,13.0,11.0,11.0,11.0,14.0,9.0,16.0,16.0,11.0,13.0,15.0,10.0,18.0,16.0,13.0,13.0,15.0,13.0,16.0,13.0,16.0,17.0,15.0,19.0,11.0
550,2441,1203,H,florida-state,83,-3750,0.974025974025974,5,W,871,11.0,10.0,9.0,17.0,12.0,12.0,16.0,11.0,10.0,14.0,12.0,10.0,17.0,17.0,9.0,10.0,17.0,14.0,11.0,8.0,10.0,10.0,12.0,11.0,15.0,,12.0,16.0,11.0,14.0,17.0,13.0,10.0,12.0,11.0,10.0,13.0,19.0,12.0,10.0,10.0,14.0,13.0,20.0,12.0,11.0,10.0,13.0,10.0,12.0,11.0,11.0,13.0,14.0,12.0,12.0,10.0,11.0,15.0,10.0,12.0,10.0,16.0,13.0,13.0
654,2794,1208,N,florida-state,79,-350,0.7777777777777778,5,W,871,11.0,10.0,9.0,17.0,12.0,12.0,16.0,11.0,10.0,14.0,12.0,10.0,17.0,17.0,9.0,10.0,17.0,14.0,11.0,8.0,10.0,10.0,12.0,11.0,15.0,,12.0,16.0,11.0,14.0,17.0,13.0,10.0,12.0,11.0,10.0,13.0,19.0,12.0,10.0,10.0,14.0,13.0,20.0,12.0,11.0,10.0,13.0,10.0,12.0,11.0,11.0,13.0,14.0,12.0,12.0,10.0,11.0,15.0,10.0,12.0,10.0,16.0,13.0,13.0
549,2439,1203,H,michigan-state,90,-700,0.875,5,W,915,17.0,11.0,11.0,13.0,10.0,15.0,9.0,12.0,14.0,16.0,10.0,15.0,10.0,10.0,11.0,12.0,9.0,12.0,10.0,12.0,13.0,11.0,13.0,10.0,11.0,,11.0,11.0,10.0,10.0,12.0,10.0,11.0,10.0,12.0,13.0,11.0,11.0,10.0,11.0,20.0,8.0,10.0,10.0,13.0,10.0,13.0,12.0,14.0,10.0,13.0,12.0,17.0,12.0,10.0,10.0,12.0,10.0,12.0,16.0,11.0,12.0,10.0,12.0,10.0
620,2712,1208,V,michigan-state,63,-135,0.574468085106383,5,W,915,17.0,11.0,11.0,13.0,10.0,15.0,9.0,12.0,14.0,16.0,10.0,15.0,10.0,10.0,11.0,12.0,9.0,12.0,10.0,12.0,13.0,11.0,13.0,10.0,11.0,,11.0,11.0,10.0,10.0,12.0,10.0,11.0,10.0,12.0,13.0,11.0,11.0,10.0,11.0,20.0,8.0,10.0,10.0,13.0,10.0,13.0,12.0,14.0,10.0,13.0,12.0,17.0,12.0,10.0,10.0,12.0,10.0,12.0,16.0,11.0,12.0,10.0,12.0,10.0
625,2722,1208,V,kentucky,83,-325,0.7647058823529411,5,L,1070,9.0,9.0,6.0,10.0,8.0,9.0,10.0,9.0,12.0,9.0,9.0,7.0,12.0,14.0,14.0,9.0,10.0,10.0,9.0,11.0,9.0,9.0,9.0,9.0,8.0,,9.0,12.0,9.0,8.0,10.0,11.0,9.0,9.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0,17.0,9.0,9.0,9.0,12.0,5.0,8.0,8.0,9.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0
578,2539,1204,H,auburn,67,-81000,0.998766954377312,5,W,1154,8.0,8.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,7.0,6.0,8.0,7.0,6.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,9.0,,8.0,8.0,8.0,9.0,8.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0
648,2783,1208,H,auburn,82,-1500,0.9375,5,W,1154,8.0,8.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,7.0,6.0,8.0,7.0,6.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,9.0,,8.0,8.0,8.0,9.0,8.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0
670,2906,1209,N,tennessee,76,150,0.4,5,W,1238,6.0,7.0,5.0,8.0,7.0,7.0,6.0,4.0,7.0,8.0,7.0,6.0,9.0,9.0,7.0,6.0,5.0,7.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,,4.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,5.0,6.0,5.0,7.0,6.0,7.0,12.0,6.0,6.0,6.0,6.0,8.0,5.0,6.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,5.0,7.0,5.0,7.0,6.0,3.0,7.0
617,2698,1207,N,nevada,72,-270,0.7297297297297297,5,W,1300,5.0,5.0,4.0,4.0,6.0,5.0,7.0,7.0,6.0,4.0,6.0,4.0,5.0,4.0,6.0,5.0,7.0,5.0,6.0,7.0,6.0,5.0,5.0,6.0,7.0,,6.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,7.0,6.0,5.0,6.0,7.0,8.0,7.0,5.0,5.0,6.0,4.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,7.0,4.0,6.0
